"boyle_1811WL0800-out" "boyle_1811WL0875-out" "boyle_1813WL0672-out" "boyle_1816WL0749-out" "boyle_1816WL0804-out" "boyle_1816WL0857-out" "boyle_1823WL1245-out" "boyle_1823WL1277-out" "boyle_1825WL1210-out" "boyle_1826WL1283-out" "mills_1821WL1078-out" "mills_1821WL1160-out" "mills_1823WL1275-out" "mills_1826WL1312-out" "mills_1827WL1430-out" "mills_1827WL1468-out" "mills_1827WL1658-out" "mills_1827WL1678-out" "mills_1828WL1313-out" "mills_1828WL1326-out" "owsley_1815WL0729-out" "owsley_1816WL0780-out" "owsley_1818WL1295-out" "owsley_1820WL1109-out" "owsley_1821WL1072-out" "owsley_1821WL1172-out" "owsley_1826WL1253-out" "owsley_1826WL1285-out" "owsley_1828WL1236-out" "owsley_1828WL1289-out"
"will" 0.295420974889217 0.114155251141553 0 0 0.365853658536585 0 0.24232633279483 0 0.754310344827586 0.13986013986014 0.155219247186651 0 0.132275132275132 0 0.0569476082004556 0.139958012596221 0 0.309917355371901 0.155642023346304 0.184275184275184 0.447093889716841 0 0 0.268817204301075 2.7807486631016 0.179856115107914 0.0803858520900322 0.0798722044728434 0.0902527075812274 0.110497237569061
"after" 0 0.114155251141553 0 0 0.24390243902439 0.2710027100271 0.0807754442649435 0.16750418760469 0.323275862068966 0.699300699300699 0.0776096235933256 0 0.132275132275132 0.285714285714286 0.113895216400911 0.0699790062981106 0 0.413223140495868 0.155642023346304 0 0 0.759219088937093 0.806451612903226 0.537634408602151 0.320855614973262 0.539568345323741 0.562700964630225 0.319488817891374 0.0902527075812274 0.883977900552486
"may" 0.738552437223043 0.114155251141553 0 0.55045871559633 0.24390243902439 0 0.24232633279483 0.0837520938023451 0.323275862068966 0.27972027972028 0.426852929763291 0 0.132275132275132 0.285714285714286 0.284738041002278 0.279916025192442 0.436681222707424 0.309917355371901 0.155642023346304 0.122850122850123 0.14903129657228 0.216919739696312 0 0 0.213903743315508 0 0.321543408360129 0.159744408945687 0.180505415162455 0
"there" 0.443131462333826 0.570776255707763 0.218818380743982 0 0.24390243902439 0.5420054200542 0.161550888529887 0 0.107758620689655 0.27972027972028 0.0388048117966628 0.342857142857143 0.264550264550265 0.142857142857143 0 0.139958012596221 0.436681222707424 0.103305785123967 0.233463035019455 0.368550368550369 0.14903129657228 0.108459869848156 0.403225806451613 0.268817204301075 0.213903743315508 0.179856115107914 0.482315112540193 0.319488817891374 0.36101083032491 0.441988950276243
"part" 0.147710487444609 0.114155251141553 0.437636761487965 0 1.70731707317073 0.2710027100271 0.24232633279483 0 0.323275862068966 0 0 0 0.661375661375661 0.142857142857143 0.113895216400911 0.209937018894332 0.436681222707424 0 0 0.798525798525799 0.745156482861401 0.108459869848156 0 0.268817204301075 0 0 0 0 0.36101083032491 0.110497237569061
"bill" 0.147710487444609 0 0 0.18348623853211 0.121951219512195 1.6260162601626 0 0 0.323275862068966 0 0 0.457142857142857 1.19047619047619 0 0.0569476082004556 0.629811056682995 0 0 1.08949416342412 0.0614250614250614 0 0 0 0 0 1.97841726618705 0 0 0 0
"ky" 0 0 0 0 0 0 0 0 0 0 0.116414435389988 0.342857142857143 0.396825396825397 0.428571428571429 0.170842824601367 0.209937018894332 1.31004366812227 0.309917355371901 0.311284046692607 0.184275184275184 0.447093889716841 0.325379609544469 1.20967741935484 0.806451612903226 0.320855614973262 0.539568345323741 0.241157556270096 0.23961661341853 0.270758122743682 0.331491712707182
"award" 0 0 0 0 0 0 0.161550888529887 0 0 0 0 0 0 0 0 0 0 0 0 1.9041769041769 0 0 0 0.268817204301075 0 0 0 1.99680511182109 0 0
"cases" 0 0.114155251141553 0 0 0 0 0 0 0 0 0.194024058983314 0.342857142857143 0.264550264550265 0.428571428571429 0.569476082004556 0.279916025192442 0.436681222707424 0.309917355371901 0.233463035019455 0.122850122850123 0.29806259314456 0.542299349240781 0.403225806451613 0.268817204301075 0.106951871657754 0.359712230215827 0.160771704180064 0.319488817891374 0.180505415162455 0.110497237569061
"are" 0.295420974889217 0.45662100456621 0 0.36697247706422 0 0 0.24232633279483 0.0837520938023451 0.21551724137931 0.27972027972028 0.232828870779977 0 0 0 0.455580865603645 0.489853044086774 0 0 0.389105058365759 0.0614250614250614 0.14903129657228 0.108459869848156 0 0.268817204301075 0 0.179856115107914 0.241157556270096 0.319488817891374 0.180505415162455 0.110497237569061
"error" 0.147710487444609 0.570776255707763 0.218818380743982 0.18348623853211 0.121951219512195 0.2710027100271 0 0 0 0.13986013986014 0.27163368257664 0.114285714285714 0.661375661375661 0.714285714285714 0 0.209937018894332 0.436681222707424 0.206611570247934 0.233463035019455 0.245700245700246 0.447093889716841 0 1.20967741935484 0.537634408602151 0 0 0.0803858520900322 0.159744408945687 0.180505415162455 0.110497237569061
"opinion" 0.147710487444609 0.342465753424658 0.218818380743982 0.55045871559633 0.24390243902439 0 0.24232633279483 0.0837520938023451 0 0.13986013986014 0.116414435389988 0.114285714285714 0.132275132275132 0.285714285714286 0.113895216400911 0.0699790062981106 0.436681222707424 0.103305785123967 0.0778210116731518 0.368550368550369 0.29806259314456 0.108459869848156 1.20967741935484 0.806451612903226 0.427807486631016 0.359712230215827 0.160771704180064 0.0798722044728434 0.180505415162455 0.220994475138122
"were" 0.147710487444609 0.570776255707763 0 0 0.121951219512195 0.2710027100271 0.24232633279483 0.0837520938023451 0.21551724137931 0.13986013986014 0.310438494373302 0 0.793650793650794 0.285714285714286 0.455580865603645 0.139958012596221 0.436681222707424 0 0.311284046692607 0.0614250614250614 0 0.325379609544469 0.403225806451613 0.268817204301075 0 0 0.0803858520900322 0 0.180505415162455 0.110497237569061
"most" 0 0 0.437636761487965 0 0.121951219512195 0 0 0.16750418760469 0 0 0.232828870779977 0.114285714285714 0.264550264550265 0.285714285714286 0.341685649202733 0.279916025192442 0.436681222707424 0.206611570247934 0.233463035019455 0.122850122850123 0.447093889716841 0.325379609544469 0.403225806451613 0.806451612903226 0.213903743315508 0.179856115107914 0.0803858520900322 0.23961661341853 0.180505415162455 0.220994475138122
"other" 0 0.342465753424658 0.437636761487965 0.18348623853211 0.121951219512195 0 0.161550888529887 0.251256281407035 0 0.27972027972028 0.194024058983314 0 0.132275132275132 0.285714285714286 0.398633257403189 0.0699790062981106 1.31004366812227 0 0.311284046692607 0.307125307125307 0.29806259314456 0 0.403225806451613 0 0.106951871657754 0 0.0803858520900322 0.0798722044728434 0.541516245487365 0
"administration" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.49732620320856 0 2.97427652733119 0 0 0
"its" 0 0 0 0.73394495412844 0 0 0.0807754442649435 0.670016750418761 1.07758620689655 0 0.0776096235933256 0.228571428571429 0 0.428571428571429 0.170842824601367 0.209937018894332 0 0 0.155642023346304 0.184275184275184 0 0.325379609544469 0 0 0.320855614973262 0 0.321543408360129 0 0 0
"right" 0.147710487444609 0.91324200913242 0 0 0.121951219512195 0 0.161550888529887 0.16750418760469 0.107758620689655 0.979020979020979 0.27163368257664 0 0 0 0.170842824601367 0 0 0 0 0 0.745156482861401 0.216919739696312 0 0 0.106951871657754 0 0.241157556270096 0.159744408945687 0 0.552486187845304
"so" 0 0.45662100456621 0.437636761487965 0.18348623853211 0.24390243902439 0.2710027100271 0.323101777059774 0.16750418760469 0.431034482758621 0.13986013986014 0.155219247186651 0 0.264550264550265 0 0.227790432801822 0.279916025192442 0 0.103305785123967 0.233463035019455 0 0 0.216919739696312 0 0 0.213903743315508 0.179856115107914 0 0.0798722044728434 0.36101083032491 0.110497237569061
"grant" 0 0 0 0 0 0 0 0.0837520938023451 0 0 0.0776096235933256 0 0 0 0 0 0 0 0 0 0 0.976138828633406 0 0 1.06951871657754 0 2.09003215434084 0 0.0902527075812274 0
"should" 0 0.570776255707763 0.437636761487965 0 0.365853658536585 0 0.24232633279483 0 0 0 0.232828870779977 0 0.264550264550265 0 0.398633257403189 0 0 0 0.0778210116731518 0.184275184275184 0.596125186289121 0.216919739696312 0 0.268817204301075 0 0.539568345323741 0 0.319488817891374 0.0902527075812274 0.220994475138122
"her" 0 0 0 0.18348623853211 0 0 0 0.0837520938023451 0 1.67832167832168 0 0 0 0 0.626423690205011 0 0 0 0 0 1.19225037257824 0 0 0 0 0 0.964630225080386 0 0.270758122743682 0
"before" 0 0 0.218818380743982 0 0.48780487804878 0 0.0807754442649435 0.16750418760469 0.107758620689655 0 0.232828870779977 0 0.396825396825397 0.857142857142857 0.0569476082004556 0.0699790062981106 0 0 0.0778210116731518 0.0614250614250614 0.14903129657228 0.325379609544469 0 0 0.641711229946524 0.719424460431655 0.0803858520900322 0.159744408945687 0.0902527075812274 0.110497237569061
"entry" 0 0 0 0 0 0 0 0 3.98706896551724 0.41958041958042 0 0 0 0 0 0 0 0 0 0.0614250614250614 0.596125186289121 0.216919739696312 0 0 0 0 0 0 0 0
"therefore" 0.147710487444609 0 0.218818380743982 0.55045871559633 0 0.2710027100271 0.0807754442649435 0.0837520938023451 0.323275862068966 0.27972027972028 0.0388048117966628 0.114285714285714 0 0.142857142857143 0.113895216400911 0.209937018894332 0.436681222707424 0.206611570247934 0.389105058365759 0.368550368550369 0.29806259314456 0.108459869848156 0.403225806451613 0 0.106951871657754 0.179856115107914 0.160771704180064 0.0798722044728434 0.180505415162455 0.110497237569061
"would" 0 0.570776255707763 1.09409190371991 0.36697247706422 0.365853658536585 0 0.161550888529887 0.33500837520938 0 0.27972027972028 0.0776096235933256 0 0 0 0.227790432801822 0.0699790062981106 0 0.206611570247934 0.0778210116731518 0.122850122850123 0.29806259314456 0.216919739696312 0 0 0.213903743315508 0.179856115107914 0.241157556270096 0.0798722044728434 0.0902527075812274 0
"cited" 0 0 0 0 0 0 0 0 0 0 0.194024058983314 0.114285714285714 0.264550264550265 0.285714285714286 0.341685649202733 0.279916025192442 0.436681222707424 0.206611570247934 0.155642023346304 0.122850122850123 0.447093889716841 0.216919739696312 0.403225806451613 0.268817204301075 0.106951871657754 0.179856115107914 0.160771704180064 0.319488817891374 0.180505415162455 0.220994475138122
"warranty" 0 0.228310502283105 0 0 0 0 0 0 0 0 0.931315483119907 0 0.132275132275132 1.28571428571429 0 0 0 0 0 0.0614250614250614 0 0 0 0 0 0 0 0 0.812274368231047 0
"them" 0 0.114155251141553 0 0.18348623853211 0.731707317073171 0 0.24232633279483 0.16750418760469 0.107758620689655 0 0.0776096235933256 0.114285714285714 0.264550264550265 0 0.113895216400911 0.0699790062981106 0 0 0.233463035019455 0.42997542997543 0 0 0 0 0 0 0.241157556270096 0.0798722044728434 0.812274368231047 0
"cause" 0.147710487444609 0.228310502283105 0 0.18348623853211 0.121951219512195 0.5420054200542 0 0.0837520938023451 0 0.27972027972028 0.155219247186651 0 0.396825396825397 0.285714285714286 0 0.0699790062981106 0.436681222707424 0.206611570247934 0 0.122850122850123 0.447093889716841 0 0.403225806451613 0.268817204301075 0.427807486631016 0.179856115107914 0.321543408360129 0.159744408945687 0.180505415162455 0.110497237569061
"record" 1.32939438700148 0.228310502283105 0 0.73394495412844 0 0 0 0.0837520938023451 0 0.13986013986014 0.0776096235933256 0 0 0 0 0.139958012596221 0 0.309917355371901 0 0.42997542997543 0 0 0 0.537634408602151 0.748663101604278 0 0.160771704180064 0 0.0902527075812274 0
"they" 0 0.114155251141553 0 0 1.09756097560976 0 0.403877221324717 0 0.21551724137931 0 0.310438494373302 0.114285714285714 0.264550264550265 0.142857142857143 0.113895216400911 0.0699790062981106 0 0 0.311284046692607 0.245700245700246 0 0 0 0 0.106951871657754 0 0 0 0.180505415162455 0
"covenant" 0 0 1.09409190371991 0 0 0 0.888529886914378 0 0 0 0.620876988746605 0 0 1 0 0 0 0 0 0 0 0 0 0.268817204301075 0 0 0 0.159744408945687 0 0
"where" 0 0 0 0 0 0 0.0807754442649435 0.251256281407035 0.21551724137931 0 0.116414435389988 0.228571428571429 0 0.285714285714286 0.0569476082004556 0.209937018894332 0 0.309917355371901 0 0 0.14903129657228 0 0 0 0.427807486631016 0.179856115107914 0.643086816720257 0.559105431309904 0.0902527075812274 0
"being" 0.443131462333826 0 0 0.18348623853211 0.121951219512195 0.2710027100271 0.888529886914378 0.16750418760469 0.107758620689655 0.13986013986014 0.0388048117966628 0.114285714285714 0.132275132275132 0 0.0569476082004556 0 0 0.103305785123967 0.0778210116731518 0.0614250614250614 0.29806259314456 0 0.806451612903226 0.537634408602151 0.106951871657754 0.179856115107914 0.160771704180064 0.0798722044728434 0.180505415162455 0
"only" 0.147710487444609 0.228310502283105 0.218818380743982 0.18348623853211 0.121951219512195 0 0 0.33500837520938 0.107758620689655 0.13986013986014 0.155219247186651 0.228571428571429 0 0 0.398633257403189 0.139958012596221 0 0.206611570247934 0.0778210116731518 0.0614250614250614 0.29806259314456 0.108459869848156 0 0 0 0.359712230215827 0.0803858520900322 0.0798722044728434 0.270758122743682 0
"who" 0 0 0 0.18348623853211 0.24390243902439 0 0.0807754442649435 0.0837520938023451 0.21551724137931 0.13986013986014 0.504462553356616 0.114285714285714 0.132275132275132 0 0.113895216400911 0 0.436681222707424 0 0.0778210116731518 0 0.14903129657228 0.433839479392625 0 0 0.106951871657754 0 0.321543408360129 0 0.0902527075812274 0.331491712707182
"could" 0.147710487444609 0.114155251141553 0.218818380743982 0.18348623853211 0.48780487804878 0.5420054200542 0.0807754442649435 0.418760469011725 0.21551724137931 0.41958041958042 0.116414435389988 0.228571428571429 0 0 0.170842824601367 0 0.436681222707424 0.206611570247934 0.0778210116731518 0.122850122850123 0.14903129657228 0 0 0 0.106951871657754 0.359712230215827 0 0 0 0.110497237569061
"general" 0 0.342465753424658 0 0 0.121951219512195 0 0 0 0.107758620689655 0 0.27163368257664 0 0.264550264550265 0.428571428571429 0.170842824601367 0.139958012596221 0 0.309917355371901 0 0.122850122850123 0.14903129657228 0.216919739696312 0 0.537634408602151 0 0.179856115107914 0.241157556270096 0.159744408945687 0.0902527075812274 0.110497237569061
"below" 0 0.114155251141553 0 0.18348623853211 0.121951219512195 0 0 0 0.107758620689655 0 0.465657741559953 0 0.132275132275132 0.285714285714286 0 0.209937018894332 0.436681222707424 0.103305785123967 0.233463035019455 0 0.447093889716841 0.108459869848156 0.403225806451613 0 0.106951871657754 0 0 0.159744408945687 0.270758122743682 0.110497237569061
"circuit" 0.443131462333826 0 0 0 0 0.2710027100271 0.161550888529887 0.16750418760469 0.107758620689655 0.699300699300699 0.0388048117966628 0.114285714285714 0.132275132275132 0.142857142857143 0.113895216400911 0.0699790062981106 0.436681222707424 0.103305785123967 0.0778210116731518 0.122850122850123 0 0 0.403225806451613 0.537634408602151 0.213903743315508 0.179856115107914 0 0.399361022364217 0.0902527075812274 0.110497237569061
"same" 0 0 0 0 0 0 0.24232633279483 0 0.107758620689655 0 0.116414435389988 0.228571428571429 0 0.285714285714286 0.284738041002278 0.0699790062981106 0 0.619834710743802 0.0778210116731518 0.122850122850123 0 0.325379609544469 0 0 0 0 0.401929260450161 0.0798722044728434 0.0902527075812274 0.331491712707182
"suit" 0.147710487444609 0 0.218818380743982 0 0 0.2710027100271 0.565428109854604 0.0837520938023451 0 0.13986013986014 0.0388048117966628 0.228571428571429 0 0 0 0 0.436681222707424 0.206611570247934 0.0778210116731518 0.122850122850123 0 0 0 0 0 0.539568345323741 0 0.23961661341853 0 1.32596685082873
"county" 0.295420974889217 0 0 0 0 0 0.0807754442649435 0.837520938023451 0 0 0 0 0 0 0 0 0 0 0 0.0614250614250614 0 0 0 0 1.3903743315508 0 0.643086816720257 0.23961661341853 0 0
"declaration" 0.738552437223043 0 0 0 0.365853658536585 0 0.888529886914378 0 0 0 0.388048117966628 0 0 0.142857142857143 0 0 0 0.103305785123967 0 0.307125307125307 0 0 0 0 0 0 0 0 0.180505415162455 0
"order" 0 0.684931506849315 0 0.55045871559633 0 1.0840108401084 0.161550888529887 0.16750418760469 0.107758620689655 0 0 0 0 0 0 0 0.436681222707424 0 0 0.122850122850123 0 0 0 0 0.106951871657754 0.899280575539568 0.803858520900322 0 0 0
"act" 0 0 0 0.36697247706422 0 0 0.0807754442649435 0.0837520938023451 0 0.13986013986014 0.0388048117966628 0 0 0 0 0 0 0 0.389105058365759 0.122850122850123 0 1.08459869848156 0.403225806451613 0 0.320855614973262 0 0.321543408360129 0.319488817891374 0.0902527075812274 0
"dower" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5375854214123 0 0 0 0 0 1.34128166915052 0 0 0 0 0 0 0 0 0
"plea" 0.295420974889217 0 0.656455142231947 0 0 1.0840108401084 0 0 0 0 0.310438494373302 0.685714285714286 0 0 0 0.0699790062981106 0 0.103305785123967 0 0.0614250614250614 0 0 0 0.537634408602151 0 0 0 0.638977635782748 0 0
"date" 0 0 0 0.18348623853211 0 0 0 0.0837520938023451 0.862068965517241 0 0.0776096235933256 0.114285714285714 0 1.85714285714286 0 0.349895031490553 0 0 0 0 0 0.325379609544469 0 0 0 0 0 0 0.0902527075812274 0
"then" 0 0 0 0 0.609756097560976 0.2710027100271 0.161550888529887 0 0 0 0.0776096235933256 0.457142857142857 0 0 0 0.209937018894332 0 0.103305785123967 0.389105058365759 0.122850122850123 0.14903129657228 0.216919739696312 0 0.268817204301075 0.213903743315508 0 0.0803858520900322 0.0798722044728434 0.0902527075812274 0
"time" 0.147710487444609 0 0.437636761487965 0 0 0 0.161550888529887 0.16750418760469 0.323275862068966 0 0.116414435389988 0.228571428571429 0 0.142857142857143 0.398633257403189 0.139958012596221 0 0 0 0 0.29806259314456 0.433839479392625 0 0 0 0 0.0803858520900322 0 0.0902527075812274 0.110497237569061
"v" 0 0 0 0.18348623853211 0 0 0 0.0837520938023451 0 0 0.0776096235933256 0.228571428571429 0.264550264550265 0.142857142857143 0.227790432801822 0.209937018894332 0.436681222707424 0.103305785123967 0.0778210116731518 0.0614250614250614 0.14903129657228 0.108459869848156 0.806451612903226 0.268817204301075 0.106951871657754 0.539568345323741 0.0803858520900322 0.0798722044728434 0.0902527075812274 0.220994475138122
"when" 0 0 0 0.36697247706422 0.24390243902439 0 0 0 0.323275862068966 0.13986013986014 0.155219247186651 0 0.396825396825397 0 0 0.209937018894332 0.873362445414847 0.206611570247934 0.389105058365759 0.0614250614250614 0 0.108459869848156 0 0 0.213903743315508 0 0.241157556270096 0 0 0
"whether" 0 0.114155251141553 0.218818380743982 0.18348623853211 0.24390243902439 0 0.0807754442649435 0.0837520938023451 0.107758620689655 0 0.194024058983314 0 0 0.285714285714286 0.227790432801822 0 0 0.206611570247934 0.155642023346304 0.184275184275184 0.14903129657228 0.216919739696312 0 0 0 0 0 0.319488817891374 0 0.110497237569061
"brought" 0.295420974889217 0 0.218818380743982 0 0 0 0.24232633279483 0.0837520938023451 0 0.27972027972028 0.116414435389988 0.342857142857143 0.132275132275132 0.142857142857143 0 0.0699790062981106 0 0.206611570247934 0.0778210116731518 0.122850122850123 0.29806259314456 0 0 0.268817204301075 0.106951871657754 0 0.0803858520900322 0.0798722044728434 0.180505415162455 0.220994475138122
"decree" 0 1.14155251141553 0 0 0 0.2710027100271 0 0 0.107758620689655 0.13986013986014 0 0 0.132275132275132 0 0.113895216400911 0.629811056682995 0 0 0 0 0 0 0 0 0 1.43884892086331 0 0 0 0
